Empresa;Abertura;Mês;Segmento
ITSAE;42,11;4;Serviços Bancários
ITSAE;19,33;5;Serviços Bancários
ITSAE;6,65;6;Serviços Bancários
ITSAE;46,29;7;Serviços Bancários
ITSAE;21,81;8;Serviços Bancários
ITSAE;42,3;9;Serviços Bancários
ITSAE;77,84;10;Serviços Bancários
ITSAE;34,68;11;Serviços Bancários
ITSAE;45;12;Serviços Bancários
ITSAE   /EB;2,69;5;Serviços Bancários
ITSAE   /ED;3,32;3;Serviços Bancários
ITSAE   /ED;5,08;6;Serviços Bancários
ITSAE   /ED;0,55;9;Serviços Bancários
ITSAE   /ED;10,95;12;Serviços Bancários
ITSAE   /EJ;2,18;1;Serviços Bancários
ITSAE   /EJ;14,26;3;Serviços Bancários
ITSAE   /EJ;3,95;8;Serviços Bancários
ITUB;40,26;5;Serviços Bancários
ITUB;176,49;6;Serviços Bancários
ITUB;193,23;7;Serviços Bancários
ITUB;154,67;8;Serviços Bancários
ITUB;237,53;9;Serviços Bancários
ITUB;243,7;10;Serviços Bancários
ITUB;197,21;11;Serviços Bancários
ITUB;214,2;12;Serviços Bancários
ITUB    /ED;55,38;6;Serviços Bancários
ITUB    /ED;31,08;7;Serviços Bancários
ITUB    /ED;33,34;8;Serviços Bancários
ITUB    /ED;15,1;9;Serviços Bancários
ITUB    /ED;71,09;10;Serviços Bancários
ITUB    /ED;44,25;11;Serviços Bancários
ITUB    /ED;38,3;12;Serviços Bancários
ITUB    /EJ;47,47;8;Serviços Bancários
ITUB    /EX;7,32;9;Serviços Bancários
ITUBE;22,59;5;Serviços Bancários
ITUBE;165,5;6;Serviços Bancários
ITUBE;114,4;7;Serviços Bancários
ITUBE;128,01;8;Serviços Bancários
ITUBE;254,44;9;Serviços Bancários
ITUBE;171,01;10;Serviços Bancários
ITUBE;186,86;11;Serviços Bancários
ITUBE;245,24;12;Serviços Bancários
ITUBE   /ED;15,93;6;Serviços Bancários
ITUBE   /ED;6,52;7;Serviços Bancários
ITUBE   /ED;18,05;8;Serviços Bancários
ITUBE   /ED;12,57;9;Serviços Bancários
ITUBE   /ED;18,24;10;Serviços Bancários
ITUBE   /ED;48,75;11;Serviços Bancários
ITUBE   /ED;9,61;12;Serviços Bancários
ITUBE   /EJ;2,73;8;Serviços Bancários
ITUBE   /EX;2,29;9;Serviços Bancários
J B DUARTE;2,56;1;Outro
J B DUARTE;2,05;2;Outro
J B DUARTE;2,98;3;Outro
J B DUARTE;2,32;4;Outro
J B DUARTE;5,14;5;Outro
J B DUARTE;6,03;6;Outro
J B DUARTE;4,88;7;Outro
J B DUARTE;9,73;8;Outro
J B DUARTE;10,89;9;Outro
J B DUARTE;10,56;10;Outro
J B DUARTE;6,96;11;Outro
J B DUARTE;5,19;12;Outro
JBS;323,61;1;Alimentos Processados
JBS;244,26;2;Alimentos Processados
JBS;289,22;3;Alimentos Processados
JBS;392,25;4;Alimentos Processados
JBS;576,58;5;Alimentos Processados
JBS;594,88;6;Alimentos Processados
JBS;621,92;7;Alimentos Processados
JBS;616,46;8;Alimentos Processados
JBS;713,94;9;Alimentos Processados
JBS;787,54;10;Alimentos Processados
JBS;1012,2;11;Alimentos Processados
JBS;1068,94;12;Alimentos Processados
JBSSE;3,12;8;Alimentos Processados
JBSSE;16,2;10;Alimentos Processados
JBSSE;19,28;12;Alimentos Processados
JEREISSATI;13,51;1;Outro
JEREISSATI;15,73;2;Outro
JEREISSATI;21,79;3;Outro
JEREISSATI;18,94;4;Outro
JEREISSATI;25,6;5;Outro
JEREISSATI;30,04;6;Outro
JEREISSATI;27,8;7;Outro
JEREISSATI;33,46;8;Outro
JEREISSATI;31,48;9;Outro
JEREISSATI;32,38;10;Outro
JEREISSATI;30,2;11;Outro
JEREISSATI;41,91;12;Outro
JHSF PART;44,02;1;Construção Civil
JHSF PART;57,17;2;Construção Civil
JHSF PART;53,69;3;Construção Civil
JHSF PART;66,02;4;Construção Civil
JHSF PART;101,53;5;Construção Civil
JHSF PART;95,12;6;Construção Civil
JHSF PART;178,28;7;Construção Civil
JHSF PART;339,39;8;Construção Civil
JHSF PART;395,28;9;Construção Civil
JHSF PART;465,78;10;Construção Civil
JHSF PART;258,22;11;Construção Civil
JHSF PART;275,93;12;Construção Civil
JOAO FORTES;74,78;1;Construção Civil
JOAO FORTES;64,94;2;Construção Civil
JOAO FORTES;78,89;3;Construção Civil
JOAO FORTES;106,15;4;Construção Civil
JOAO FORTES;135,32;5;Construção Civil
JOAO FORTES;196,67;6;Construção Civil
JOAO FORTES;163,79;7;Construção Civil
JOAO FORTES;197,99;8;Construção Civil
JOAO FORTES;241,4;9;Construção Civil
JOAO FORTES;251,13;10;Construção Civil
JOAO FORTES;229;11;Construção Civil
JOAO FORTES;267,36;12;Construção Civil
JOSAPAR;139,14;1;Outro
JOSAPAR;24,98;2;Outro
JOSAPAR;131,7;3;Outro
JOSAPAR;142,13;4;Outro
JOSAPAR;256,3;5;Outro
JOSAPAR;123,96;6;Outro
JOSAPAR;165,37;7;Outro
JOSAPAR;200,2;8;Outro
JOSAPAR;83,75;9;Outro
JOSAPAR;125,09;10;Outro
JOSAPAR;294,01;11;Outro
JOSAPAR;119,25;12;Outro
KARSTEN;30,68;1;Outro
KARSTEN;64,46;2;Outro
KARSTEN;173,58;3;Outro
KARSTEN;129,27;4;Outro
KARSTEN;105,28;5;Outro
KARSTEN;91,97;6;Outro
KARSTEN;125,33;7;Outro
KARSTEN;83,41;8;Outro
KARSTEN;104,9;9;Outro
KARSTEN;159,55;10;Outro
KARSTEN;85,28;11;Outro
KARSTEN;96,66;12;Outro
KEPL;0,38;1;Outro
KEPL;0,09;2;Outro
KEPL;0,25;3;Outro
KEPL;0,53;4;Outro
KEPL;1,72;5;Outro
KEPL;1,08;6;Outro
KEPL;0,5;7;Outro
KEPL;1,19;8;Outro
KEPL;1,57;9;Outro
KEPL;5,3;10;Outro
KEPL;3,09;11;Outro
KEPL;1,88;12;Outro
KEPLER WEBE;13,78;1;Outro
KEPLER WEBE;9,85;2;Outro
KEPLER WEBE;10,97;3;Outro
KEPLER WEBE;12,55;4;Outro
KEPLER WEBE;12,83;5;Outro
KEPLER WEBE;12,06;6;Outro
KEPLER WEBE;13,37;7;Outro
KEPLER WEBE;13,97;8;Outro
KEPLER WEBE;15,45;9;Outro
KEPLER WEBE;33,7;10;Outro
KEPLER WEBE;23,29;11;Outro
KEPLER WEBE;24,46;12;Outro
KLABIN S/A;194,92;1;Celulose
KLABIN S/A;189,34;2;Celulose
KLABIN S/A;184,45;3;Celulose
KLABIN S/A;218,7;4;Celulose
KLABIN S/A;294,84;5;Celulose
KLABIN S/A;267,67;6;Celulose
KLABIN S/A;317,65;7;Celulose
KLABIN S/A;364,38;8;Celulose
KLABIN S/A;363,7;9;Celulose
KLABIN S/A;390,08;10;Celulose
KLABIN S/A;306,77;11;Celulose
KLABIN S/A;420,82;12;Celulose
KLABINSEGAL;135,98;1;Celulose
KLABINSEGAL;86,5;2;Celulose
KLABINSEGAL;78,26;3;Celulose
KLABINSEGAL;122,5;4;Celulose
KLABINSEGAL;143,67;5;Celulose
KLABINSEGAL;219,84;6;Celulose
KLABINSEGAL;286,33;7;Celulose
KLABINSEGAL;435,26;8;Celulose
KLABINSEGAL;538,32;9;Celulose
KLABINSEGAL;521,75;10;Celulose
KLABINSEGAL;353,25;11;Celulose
KLABINSEGAL;413,55;12;Celulose
KLBN;0,3;9;Celulose
KLBN;17,89;10;Celulose
KROTON;321,11;1;Educação
KROTON;251,32;2;Educação
KROTON;353;3;Educação
KROTON;360,98;4;Educação
KROTON;474,94;5;Educação
KROTON;450,88;6;Educação
KROTON;721,74;7;Educação
KROTON;1144,63;8;Educação
KROTON;887,57;9;Educação
KROTON;909,1;10;Educação
KROTON;735,13;11;Educação
KROTON;749,03;12;Educação
KSSA;3,64;8;Outro
LA FONTE TE;0,6;1;Outro
LA FONTE TE;1,8;2;Outro
LA FONTE TE;2,11;3;Outro
LA FONTE TE;2,35;4;Outro
LA FONTE TE;11,28;5;Outro
LA FONTE TE;0,7;6;Outro
LA FONTE TE;0,9;7;Outro
LA FONTE TE;1;8;Outro
LA FONTE TE;9,22;9;Outro
LA FONTE TE;4,7;10;Outro
LA FONTE TE;4,9;11;Outro
LAEP;18,3;1;Outro
LAEP;13,95;2;Outro
LAEP;16,66;3;Outro
LAEP;19,74;4;Outro
LAEP;25,31;5;Outro
LAEP;32,17;6;Outro
LAEP;32,03;7;Outro
LAEP;31,49;8;Outro
LAEP;23,8;9;Outro
LAEP;33,3;10;Outro
LAEP;36,3;11;Outro
LAEP;64,13;12;Outro
LAGOARROZ;4,26;9;Outro
LAME;1,19;2;Varejo
LAME;3,59;3;Varejo
LAME;6,69;4;Varejo
LAME;11,81;5;Varejo
LAME;9,32;6;Varejo
LAME;9;7;Varejo
LAME;11,51;8;Varejo
LAME;27,88;9;Varejo
LAME;9,25;10;Varejo
LAME;12,95;11;Varejo
LAME;16,66;12;Varejo
LAMEE;1,1;1;Varejo
LAMEE;0,35;2;Varejo
LAMEE;12,35;3;Varejo
LAMEE;6,5;4;Varejo
LAMEE;0,11;5;Varejo
LAMEE;3,2;7;Varejo
LAMEE;17;8;Varejo
LAMEE;0,3;9;Varejo
LAMEE;11,95;10;Varejo
LAMEE;13,41;11;Varejo
LAMEE;28,65;12;Varejo
LAMEE   /ED;0,27;3;Varejo
LE LIS BLAN;55,86;1;Roupas
LE LIS BLAN;50,05;2;Roupas
LE LIS BLAN;79,21;3;Roupas
LE LIS BLAN;83,54;4;Roupas
LE LIS BLAN;111,9;5;Roupas
LE LIS BLAN;105,01;6;Roupas
LE LIS BLAN;136,54;7;Roupas
LE LIS BLAN;117,51;8;Roupas
LE LIS BLAN;137,43;9;Roupas
LE LIS BLAN;108,93;10;Roupas
LE LIS BLAN;145,28;11;Roupas
LE LIS BLAN;180,69;12;Roupas
LECO;33,26;1;Outro
LECO;17,22;2;Outro
LIGHT S/A;1374,74;1;Energia Elétrica
LIGHT S/A;1146,7;2;Energia Elétrica
LIGHT S/A;2054,9;3;Energia Elétrica
LIGHT S/A;1504,77;4;Energia Elétrica
LIGHT S/A;1462,87;5;Energia Elétrica
LIGHT S/A;1674,27;6;Energia Elétrica
LIGHT S/A;2724,35;7;Energia Elétrica
LIGHT S/A;2852,79;8;Energia Elétrica
LIGHT S/A;2439,5;9;Energia Elétrica
LIGHT S/A;2819,14;10;Energia Elétrica
LIGHT S/A;2376,29;11;Energia Elétrica
LIGHT S/A;2402,62;12;Energia Elétrica
LIGT;22;3;Energia Elétrica
LIGT;0,87;7;Energia Elétrica
LIGT;3,18;8;Energia Elétrica
LIGT;28,85;9;Energia Elétrica
LIGT;24;10;Energia Elétrica
LIGT;1,09;12;Energia Elétrica
LIGT    /ED;0,17;3;Outro
LIGTE;0,76;2;Energia Elétrica
LIGTE;25;3;Energia Elétrica
LIGTE   /ED;0,48;3;Outro
LIX DA CUNH;54,88;1;Outro
LIX DA CUNH;30,82;2;Outro
LIX DA CUNH;67,45;3;Outro
LIX DA CUNH;77,25;4;Outro
LIX DA CUNH;145,21;5;Outro
LIX DA CUNH;118,7;6;Outro
LIX DA CUNH;123,96;7;Outro
LIX DA CUNH;151,89;8;Outro
LIX DA CUNH;121,89;9;Outro
LIX DA CUNH;216,13;10;Outro
LIX DA CUNH;168,54;11;Outro
LIX DA CUNH;119,68;12;Outro
LLX LOG;92,92;1;Logistica
LLX LOG;87,31;2;Logistica
LLX LOG;120,44;3;Logistica
LLX LOG;172,2;4;Logistica
LLX LOG;497,44;5;Logistica
LLX LOG;406,4;6;Logistica
LLX LOG;520,96;7;Logistica
LLX LOG;524,79;8;Logistica
LLX LOG;707,72;9;Logistica
LLX LOG;1062,3;10;Logistica
LLX LOG;834,02;11;Logistica
LLX LOG;976,23;12;Logistica
LLXL;1,39;8;Logistica
LLXL;16,89;9;Logistica
LLXL;34,54;10;Logistica
LLXL;1,39;11;Logistica
LLXL;33,77;12;Logistica
LLXLE;0,13;3;Logistica
LLXLE;0,14;9;Logistica
LOCALIZA;380,69;1;Aluguel de Carros
LOCALIZA;309,48;2;Aluguel de Carros
LOCALIZA;329,45;3;Aluguel de Carros
LOCALIZA;450,25;4;Aluguel de Carros
LOCALIZA;590,36;5;Aluguel de Carros
LOCALIZA;595,83;6;Aluguel de Carros
LOCALIZA;649,14;7;Aluguel de Carros
LOCALIZA;1033,7;8;Aluguel de Carros
LOCALIZA;965,15;9;Aluguel de Carros
LOCALIZA;1296,77;10;Aluguel de Carros
LOCALIZA;934;11;Aluguel de Carros
LOCALIZA;1177,06;12;Aluguel de Carros
LOG-IN;271,17;1;Transportes
LOG-IN;295,36;2;Transportes
LOG-IN;343,9;3;Transportes
LOG-IN;342,26;4;Transportes
LOG-IN;406,6;5;Transportes
LOG-IN;376,69;6;Transportes
LOG-IN;415,37;7;Transportes
LOG-IN;440,45;8;Transportes
LOG-IN;475,95;9;Transportes
LOG-IN;461,38;10;Transportes
LOG-IN;425,25;11;Transportes
LOG-IN;443,19;12;Transportes
LOGNE;2,71;1;Outro
LOGNE;14,5;2;Outro
LOJAS AMERI;722,11;1;Varejo
LOJAS AMERI;636,35;2;Varejo
LOJAS AMERI;723,94;3;Varejo
LOJAS AMERI;857,24;4;Varejo
LOJAS AMERI;954,36;5;Varejo
LOJAS AMERI;1068,25;6;Varejo
LOJAS AMERI;1314,04;7;Varejo
LOJAS AMERI;1274,73;8;Varejo
LOJAS AMERI;2006,27;9;Varejo
LOJAS AMERI;3155,76;10;Varejo
LOJAS AMERI;2558,75;11;Varejo
LOJAS AMERI;2189,03;12;Varejo
LOJAS HERIN;23;4;Roupas
LOJAS HERIN;60;5;Roupas
LOJAS HERIN;71,65;6;Roupas
LOJAS HERIN;90,01;8;Roupas
LOJAS HERIN;30;10;Roupas
LOJAS HERIN;143;11;Roupas
LOJAS HERIN;121,02;12;Roupas
LOJAS RENNE;991,32;1;Roupas
LOJAS RENNE;738,7;2;Roupas
LOJAS RENNE;909,95;3;Roupas
LOJAS RENNE;957,08;4;Roupas
LOJAS RENNE;1340,54;5;Roupas
LOJAS RENNE;1345,02;6;Roupas
LOJAS RENNE;1475,63;7;Roupas
LOJAS RENNE;1897,9;8;Roupas
LOJAS RENNE;1917,37;9;Roupas
LOJAS RENNE;2578,24;10;Roupas
LOJAS RENNE;2021,81;11;Roupas
LOJAS RENNE;2232;12;Roupas
LONGDIS;1;11;Outro
LOPES BRASI;235,33;1;Outro
LOPES BRASI;195,19;2;Outro
LOPES BRASI;214,19;3;Outro
LOPES BRASI;275,57;4;Outro
LOPES BRASI;337,03;5;Outro
LOPES BRASI;401,89;6;Outro
LOPES BRASI;414,32;7;Outro
LOPES BRASI;568,42;8;Outro
LOPES BRASI;755,82;9;Outro
LOPES BRASI;789,22;10;Outro
LOPES BRASI;673,2;11;Outro
LOPES BRASI;823,33;12;Outro
LREN;0,41;5;Outro
LREN;23,58;6;Outro
LREN;22;7;Outro
LREN;1,11;9;Outro
LREN;30,89;10;Outro
LRENE;1,68;6;Outro
LRENE;23,37;7;Outro
LRENE;2,1;12;Outro
LUPA;1,3;12;Outro
LUPATECH;1078,6;1;Outro
LUPATECH;984,86;2;Outro
LUPATECH;1059,5;3;Outro
LUPATECH;1105,57;4;Outro
LUPATECH;2136,48;5;Outro
LUPATECH;1879,69;6;Outro
LUPATECH;2421,08;7;Outro
LUPATECH;2872,21;8;Outro
LUPATECH;2730,2;9;Outro
LUPATECH;3618,61;10;Outro
LUPATECH;3055,56;11;Outro
LUPATECH;2692,96;12;Outro
M G POLIEST;3,06;1;Outro
M G POLIEST;1,77;2;Outro
M G POLIEST;2,89;3;Outro
M G POLIEST;2,53;4;Outro
M G POLIEST;3,56;5;Outro
M G POLIEST;3,58;6;Outro
M G POLIEST;3,25;7;Outro
M G POLIEST;4,17;8;Outro
M G POLIEST;4,61;9;Outro
M G POLIEST;4,9;10;Outro
M G POLIEST;4,25;11;Outro
M G POLIEST;4,23;12;Outro
M.DIASBRANC;716,76;1;Agricultura
M.DIASBRANC;527,99;2;Agricultura
M.DIASBRANC;626,8;3;Agricultura
M.DIASBRANC;648,13;4;Agricultura
M.DIASBRANC;1004,9;5;Agricultura
M.DIASBRANC;1016,75;6;Agricultura
M.DIASBRANC;1289,17;7;Agricultura
M.DIASBRANC;1333,14;8;Agricultura
M.DIASBRANC;1314,88;9;Agricultura
M.DIASBRANC;1409,28;10;Agricultura
M.DIASBRANC;1260,86;11;Agricultura
M.DIASBRANC;1750,96;12;Agricultura
MAGG;1,26;10;Outro
MAGG;0,58;11;Outro
MAGG;11,43;12;Outro
MAGNESITA S;412,23;1;Outro
MAGNESITA S;368,87;2;Outro
MAGNESITA S;474,6;3;Outro
MAGNESITA S;583,52;4;Outro
MAGNESITA S;495,37;5;Outro
MAGNESITA S;453,61;6;Outro
MAGNESITA S;486,59;7;Outro
MAGNESITA S;904,71;8;Outro
MAGNESITA S;1275,11;9;Outro
MAGNESITA S;1717,12;10;Outro
MAGNESITA S;775,13;11;Outro
MAGNESITA S;1002,66;12;Outro
MANGELS IND;141,65;1;Outro
MANGELS IND;80,62;2;Outro
MANGELS IND;127,01;3;Outro
MANGELS IND;157,98;4;Outro
MANGELS IND;196,44;5;Outro
MANGELS IND;184,58;6;Outro
MANGELS IND;269,08;7;Outro
MANGELS IND;354,04;8;Outro
MANGELS IND;393,78;9;Outro
MANGELS IND;508,66;10;Outro
MANGELS IND;516,21;11;Outro
MANGELS IND;435,95;12;Outro
MARAMBAIA;6,38;1;Outro
MARAMBAIA;4,8;2;Outro
MARAMBAIA;2,86;3;Outro
MARAMBAIA;11,64;4;Outro
MARAMBAIA;10,43;5;Outro
MARAMBAIA;67,87;6;Outro
MARAMBAIA;96,76;7;Outro
MARAMBAIA;65,61;8;Outro
MARAMBAIA;66,5;9;Outro
MARAMBAIA;55,91;10;Outro
MARAMBAIA;41,61;11;Outro
MARAMBAIA;53,67;12;Outro
MARCOPOLO;223,43;1;Transportes
MARCOPOLO;163,34;2;Transportes
MARCOPOLO;233,08;3;Transportes
MARCOPOLO;263,79;4;Transportes
MARCOPOLO;345,66;5;Transportes
MARCOPOLO;334,35;6;Transportes
MARCOPOLO;365,39;7;Transportes
MARCOPOLO;436,41;8;Transportes
MARCOPOLO;473,1;9;Transportes
MARCOPOLO;512,35;10;Transportes
MARCOPOLO;487,24;11;Transportes
MARCOPOLO;525,33;12;Transportes
MARFRIG;307,99;1;Alimentos Processados
MARFRIG;264,33;2;Alimentos Processados
MARFRIG;312;3;Alimentos Processados
MARFRIG;395,21;4;Alimentos Processados
MARFRIG;620,47;5;Alimentos Processados
MARFRIG;747,34;6;Alimentos Processados
MARFRIG;883,54;7;Alimentos Processados
MARFRIG;949,18;8;Alimentos Processados
MARFRIG;1082,45;9;Alimentos Processados
MARFRIG;1211,75;10;Alimentos Processados
MARFRIG;1474,35;11;Alimentos Processados
MARFRIG;1342,43;12;Alimentos Processados
MARISA;148,13;1;Roupas
MARISA;139,24;2;Roupas
MARISA;131,05;3;Roupas
MARISA;184,93;4;Roupas
MARISA;217,14;5;Roupas
MARISA;181,85;6;Roupas
MARISA;260,14;7;Roupas
MARISA;375,83;8;Roupas
MARISA;355,37;9;Roupas
MARISA;482,79;10;Roupas
MARISA;432,44;11;Roupas
MARISA;455,08;12;Roupas
MARISOL;33,46;1;Outro
MARISOL;20,45;2;Outro
MARISOL;16,69;3;Outro
MARISOL;22,81;4;Outro
MARISOL;34,61;5;Outro
MARISOL;43,59;6;Outro
MARISOL;48,93;7;Outro
MARISOL;40,78;8;Outro
MARISOL;49,38;9;Outro
MARISOL;44,21;10;Outro
MARISOL;36,52;11;Outro
MARISOL;46,34;12;Outro
MARRECAS AG;0,88;9;Outro
MEDIAL SAUD;328,19;1;Outro
MEDIAL SAUD;223,15;2;Outro
MEDIAL SAUD;245,06;3;Outro
MEDIAL SAUD;269,1;4;Outro
MEDIAL SAUD;308,91;5;Outro
MEDIAL SAUD;361,43;6;Outro
MEDIAL SAUD;454,11;7;Outro
MEDIAL SAUD;579,62;8;Outro
MEDIAL SAUD;476,97;9;Outro
MEDIAL SAUD;859,11;10;Outro
MEDIAL SAUD;966,73;11;Outro
MEDIAL SAUD;631,68;12;Outro
MELHOR SP;100;1;Outro
MELHOR SP;60;2;Outro
MELHOR SP;526,4;5;Outro
MELHOR SP;43,9;6;Outro
MELHOR SP;335,09;7;Outro
MELHOR SP;134,49;8;Outro
MELHOR SP;78,54;9;Outro
MELHOR SP;234;10;Outro
MELHOR SP;184,71;11;Outro
MELHOR SP;154,45;12;Outro
MELPAPER;40;6;Outro
MENDES JR;749,74;1;Outro
MENDES JR;1179,66;2;Outro
MENDES JR;706,53;3;Outro
MENDES JR;1577,11;4;Outro
MENDES JR;1708,01;5;Outro
MENDES JR;1489,11;6;Outro
MENDES JR;1468,77;7;Outro
MENDES JR;1930,77;8;Outro
MENDES JR;2985,05;9;Outro
MENDES JR;2913,62;10;Outro
MENDES JR;1877,13;11;Outro
MENDES JR;1646,25;12;Outro
MERC BRASIL;363,99;1;Serviços Bancários
MERC BRASIL;175,94;2;Serviços Bancários
MERC BRASIL;305,86;3;Serviços Bancários
MERC BRASIL;338,59;4;Serviços Bancários
MERC BRASIL;423,13;5;Serviços Bancários
MERC BRASIL;456,59;6;Serviços Bancários
MERC BRASIL;457,01;7;Serviços Bancários
MERC BRASIL;489,56;8;Serviços Bancários
MERC BRASIL;468,66;9;Serviços Bancários
MERC BRASIL;646,07;10;Serviços Bancários
MERC BRASIL;456,93;11;Serviços Bancários
MERC BRASIL;482,44;12;Serviços Bancários
MERC FINANC;48,16;1;Serviços Bancários
MERC FINANC;35,46;2;Serviços Bancários
MERC FINANC;42,32;4;Serviços Bancários
MERC FINANC;29,98;5;Serviços Bancários
MERC FINANC;18,51;6;Serviços Bancários
MERC FINANC;7,5;8;Serviços Bancários
MERC FINANC;7;9;Serviços Bancários
MERC FINANC;13,3;10;Serviços Bancários
MERC FINANC;14;11;Serviços Bancários
MERC FINANC;68,61;12;Serviços Bancários
MERC INVEST;8,3;1;Serviços Bancários
MERC INVEST;5;2;Serviços Bancários
MERC INVEST;6,98;3;Serviços Bancários
MERC INVEST;9,23;4;Serviços Bancários
MERC INVEST;13,98;5;Serviços Bancários
MERC INVEST;11,6;6;Serviços Bancários
MERC INVEST;21,77;7;Serviços Bancários
MERC INVEST;24,6;8;Serviços Bancários
MERC INVEST;24,6;9;Serviços Bancários
MERC INVEST;27,31;10;Serviços Bancários
MERC INVEST;19,67;11;Serviços Bancários
MERC INVEST;16,95;12;Serviços Bancários
MET DUQUE;24,99;1;Siderurgia e Metalurgia
MET DUQUE;66,79;3;Siderurgia e Metalurgia
MET DUQUE;120,49;4;Siderurgia e Metalurgia
MET DUQUE;226,24;5;Siderurgia e Metalurgia
MET DUQUE;79,53;6;Siderurgia e Metalurgia
MET DUQUE;82;7;Siderurgia e Metalurgia
MET DUQUE;38,3;8;Siderurgia e Metalurgia
MET DUQUE;22,74;9;Siderurgia e Metalurgia
MET DUQUE;253,13;10;Siderurgia e Metalurgia
MET DUQUE;145,17;11;Siderurgia e Metalurgia
MET DUQUE;224;12;Siderurgia e Metalurgia
METAL IGUAC;8,25;1;Outro
METAL IGUAC;5,02;2;Outro
METAL IGUAC;15,04;3;Outro
METAL IGUAC;15,24;4;Outro
METAL IGUAC;9,39;5;Outro
METAL IGUAC;11,84;6;Outro
METAL IGUAC;10,85;7;Outro
METAL IGUAC;11,22;8;Outro
METAL IGUAC;6,85;9;Outro
METAL IGUAC;23,44;10;Outro
METAL IGUAC;16,42;11;Outro
METAL IGUAC;12,33;12;Outro
METAL LEVE;492,65;1;Siderurgia e Metalurgia
METAL LEVE;388,15;2;Siderurgia e Metalurgia
METAL LEVE;485,42;3;Siderurgia e Metalurgia
METAL LEVE;501,54;4;Siderurgia e Metalurgia
METAL LEVE;648,16;5;Siderurgia e Metalurgia
METAL LEVE;574,72;6;Siderurgia e Metalurgia
METAL LEVE;615,6;7;Siderurgia e Metalurgia
METAL LEVE;749,88;8;Siderurgia e Metalurgia
METAL LEVE;672,22;9;Siderurgia e Metalurgia
METAL LEVE;796,36;10;Siderurgia e Metalurgia
METAL LEVE;832,05;11;Siderurgia e Metalurgia
METAL LEVE;772,55;12;Siderurgia e Metalurgia
METALFRIO;128,98;1;Siderurgia e Metalurgia
METALFRIO;68,33;2;Siderurgia e Metalurgia
METALFRIO;90,95;3;Siderurgia e Metalurgia
METALFRIO;123,59;4;Siderurgia e Metalurgia
METALFRIO;132,13;5;Siderurgia e Metalurgia
METALFRIO;125,15;6;Siderurgia e Metalurgia
METALFRIO;191,48;7;Siderurgia e Metalurgia
METALFRIO;322,49;8;Siderurgia e Metalurgia
METALFRIO;328,14;9;Siderurgia e Metalurgia
METALFRIO;544,99;10;Siderurgia e Metalurgia
METALFRIO;502,96;11;Siderurgia e Metalurgia
METALFRIO;431,82;12;Siderurgia e Metalurgia
METALOSA;7,4;4;Siderurgia e Metalurgia
METISA;56,4;1;Siderurgia e Metalurgia
METISA;114,68;2;Siderurgia e Metalurgia
METISA;219,13;3;Siderurgia e Metalurgia
METISA;181,04;4;Siderurgia e Metalurgia
METISA;227,65;5;Siderurgia e Metalurgia
METISA;213,23;6;Siderurgia e Metalurgia
METISA;132,69;7;Siderurgia e Metalurgia
METISA;131,29;8;Siderurgia e Metalurgia
METISA;274,09;9;Siderurgia e Metalurgia
METISA;190,01;10;Siderurgia e Metalurgia
METISA;406,46;11;Siderurgia e Metalurgia
METISA;457,03;12;Siderurgia e Metalurgia
MILLENNIUM;2,9;1;Outro
MILLENNIUM;2,46;2;Outro
MILLENNIUM;2,88;3;Outro
MILLENNIUM;3,66;4;Outro
MILLENNIUM;4,94;5;Outro
MILLENNIUM;6,64;6;Outro
MILLENNIUM;6,19;7;Outro
MILLENNIUM;9,18;8;Outro
MILLENNIUM;7,59;9;Outro
MILLENNIUM;10,13;10;Outro
MILLENNIUM;10,42;11;Outro
MILLENNIUM;10,91;12;Outro
MINASMAQUIN;1001,02;11;Outro
MINASMAQUIN;2000,01;12;Outro
MINERVA;116,52;1;Alimentos Processados
MINERVA;78,22;2;Alimentos Processados
MINERVA;83,66;3;Alimentos Processados
MINERVA;118,88;4;Alimentos Processados
MINERVA;244,32;5;Alimentos Processados
MINERVA;321,43;6;Alimentos Processados
MINERVA;302,85;7;Alimentos Processados
MINERVA;439,05;8;Alimentos Processados
MINERVA;466,77;9;Alimentos Processados
MINERVA;684,93;10;Alimentos Processados
MINERVA;417,76;11;Alimentos Processados
MINERVA;598,53;12;Alimentos Processados
MINUPAR;227,45;1;Outro
MINUPAR;174,64;2;Outro
MINUPAR;244,39;3;Outro
MINUPAR;209,4;4;Outro
MINUPAR;220,86;5;Outro
MINUPAR;78,43;6;Outro
MINUPAR;70,38;7;Outro
MINUPAR;74,87;8;Outro
MINUPAR;77,42;9;Outro
MINUPAR;84,97;10;Outro
MINUPAR;82,43;11;Outro
MINUPAR;94,71;12;Outro
MMX MINER;377,97;1;Mineração
MMX MINER;342,26;2;Mineração
MMX MINER;377,87;3;Mineração
MMX MINER;603,21;4;Mineração
MMX MINER;777,11;5;Mineração
MMX MINER;780,63;6;Mineração
MMX MINER;780,07;7;Mineração
MMX MINER;1100,8;8;Mineração
MMX MINER;1350,17;9;Mineração
MMX MINER;2133,24;10;Mineração
MMX MINER;1526,48;11;Mineração
MMX MINER;1570,09;12;Mineração
MMXM;0,64;3;Mineração
MMXM;13,56;4;Mineração
MMXM;5,77;5;Mineração
MMXM;0,36;6;Mineração
MMXM;3,63;7;Mineração
MMXM;24,97;8;Mineração
MMXM;10,17;9;Mineração
